Name,Latitude,Longitude
Frederick Municipal Airport,39,-77
St George Airport,33,-81
Sugar Ridge Airport,43,-90
Desvio Potrerillos Airport,15,-86
Downs Gulch Airport,48,-67
Lake Muskoka/Alport Bay Seaplane Base,45,-79
Hamrick Airport,41,-85
Choctaw Nolf Airport,31,-87
Downsville Airport,42,-75
Elmwood Park Heliport,41,-74
Mosby Army Heliport,35,-84
Coatesville Heliport,40,-76
Adams Ranch Airport,27,-81
Serenity Farm Airport,38,-76
Servicentro (Electricidad de Caracas)  Heliport,10,-67
Crispy Cedars Airport,45,-88
St. Joseph Hospital Heliport,40,-86
Emanuel County Hospital Heliport,33,-82
Elk River Airfield,35,-86
Aero Lake Estates Airport,42,-89
Bonnie Field,46,-87
Practice Football Field,41,-79
Fetske Seaplane Base,41,-72
Cross Airport,41,-81
Schulteis Airport,40,-77
Chapin Airport,41,-83
Moton Field Municipal Airport,32,-86
Golden Triangle Regional Airport,33,-89
Seboomook Forestry District Headquarters Heliport,46,-70
Bayamo Northwest Airport,20,-77
Donald's Air Park Inc. Airport,36,-77
Monponsett Pond Seaplane Base,42,-71
Ingalls Field,31,-84
Townsend A Airport,39,-76
Miami Valley Heliport,40,-83
North Shore University Hospital Nr 2 Heliport,41,-74
Stine Field,41,-82
Kenosha Hospital and Medical Center Heliport,43,-88
Kallander Field,42,-72
High Hopes Airport,38,-76
OSF Saint Francis Medical Center Heliport,41,-90
Erie County Airport,42,-80
Prince William Hospital Heliport,39,-77
Hallelujah Field,39,-84
Clintonville Community Hospital Heliport,45,-89
Nueva Granada Airport,10,-73
Ikamiut Heliport,69,-52
Hacienda Río Yaza Airport,10,-73
Northside Hospital Heliport,34,-84
Capitán Alfredo Sierra  Heliport,10,-71
San Juan Del César Airport,11,-73
Iroquois Memorial Hospital Heliport,41,-88
Green County General Hospital Heliport,39,-87
Kearney Construction Heliport,28,-82
Straffordville Airport,43,-81
Roy E. Ray Airport,30,-88
Atlantic Refining & Marketing Corp Heliport,40,-75
Acushnet River Seaplane Base,42,-71
Virgil Excavation Heliport,43,-78
Wm. B. Kessler Memorial Hospital Heliport,40,-75
Yocucual  Heliport,10,-63
Hilltop Airport,45,-70
Mount Sterling Montgomery County Airport,38,-84
Park Falls Municipal Airport,46,-90
Cridler Airport,43,-85
Tgp Station 542 Heliport,33,-89
Thompson's Goinbroke Aero Ranch Airport,29,-82
Aiken Municipal Airport,34,-82
Sharondale Field,41,-82
Washington County Hospital Heliport,40,-78
Horsefeathers Ranch Airport,39,-89
Laguna Seca Airport,15,-86
Saint John (Saint John Regional Hospital) Heliport,45,-66
Cochrane Seaplane Base,49,-81
Jr's Airport,40,-87
Fields Airport,36,-80
Dodge/Coppola/Wheeler Airport,42,-77
Four Seasons Airport,42,-78
Kayes Airport,14,-11
Medos Lake Delton Seaplane Base,44,-90
Chicago Glider Club Gliderport,41,-88
Kohn Airport,42,-76
Toronto (Hospital For Sick Children) Heliport,44,-79
Talanguita Airport,14,-87
Sherbrooke Airport,45,-72
Dos Mosquises Airport,12,-67
Ashenfelter Aerodrome,43,-88
Memorial Community Hospital Heliport,43,-89
Deitch Airport,40,-77
Kiski Airport,41,-80
Longwell Airport,43,-74
Wittman Regional Airport,44,-89
Bladen County Hospital Heliport,35,-79
Rattlesnake Island Airport,42,-83
Catacamas Airport,15,-86
Hallett's Airport,41,-75
Tgp Station 555 Heliport,35,-88
Kelch Airport,39,-84
Brockway Airport,46,-67
Hendrickson Flying Service Airport,42,-89
Agropecuaria Los Araguaneyes Airport,10,-63
Dix Field,39,-75
Stoney's Airport,41,-81
Uw Hospital & Clinics Heliport,43,-89
Goose Nest Seaplane Base,30,-86
Palmas del Mar Airstrip,18,-66
Kintail Farm Airport,34,-84
Ridgefield Park Seaplane Base,41,-74
Lt World Airport,34,-84
Hartsville Regional Airport,34,-80
Palms West Hospital Helistop,27,-81
Stanhope Municipal Airport,45,-79
Kuntz Field,41,-89
Coronel Enrique Soto Cano Air Base,14,-88
Claucherty Airport,42,-85
Boggy Bottoms Airport,41,-83
Shear Airport,43,-79
Lada Airport,42,-84
Bryant Culberson Heliport,33,-88
Ennis Aerodrome,38,-76
Sylvanmir Farms Airport,30,-84
Hutson Airfield,30,-81
Walter's Falls (Piper Way) Airfield,44,-81
Ritchie Airfield,44,-76
Sheriff's Operation Center Heliport,29,-82
Newark/Jersey Street Heliport,41,-74
Black Rock Airport,41,-80
Paulding County Regional Airport,34,-85
The Aspen Institute Heliport,39,-76
Great Oaks Airport,34,-83
Memorial Hospital West Helistop,26,-80
Unifi Heliport,36,-81
Echo Airport,42,-77
Cecil Field,30,-82
Wood County Heliport,39,-81
Graham Farm Airport,40,-82
Soaring Sun Seaplane Base,40,-74
Pleasant View Ultralightport,38,-90
Southwest Michigan Regional Airport,42,-86
Shelby County Airport,39,-89
Knore Airport,39,-83
Spangler Airport,41,-88
Millertime Airport,40,-83
Shoals Creek Seaplane Base,35,-88
Russell Mill Pond Seaplane Base,42,-71
Cullman Medical Center Heliport,34,-87
Wards Long Acres Airport,43,-83
Rensselaer County Airport,43,-74
Boehm's Field,41,-75
Oak Ridge Heliport,36,-84
Flaglor Airport,43,-88
V.J.S. Heliport,41,-81
Cochrane Airport,49,-81
Northwoods Airport,46,-89
Old Acton Airfield,44,-71
Fairview Park Hospital Heliport,33,-83
West Burke Aerodrome,45,-72
Turkey Bayou Airpark,30,-89
Kincardine (South Bruce Grey Health Centre Hospita,44,-82
Ft Loudon Medical Center Heliport,36,-84
Larson Studio Airport,45,-88
Heller Airport,42,-90
Wilson Creek Airport,35,-88
Flying Ridge Heliport,44,-71
Camp Blanding Army Air Field/NG Airfield,30,-82
Lake View Airport,36,-84
Hacienda Rancho Grande Airport,10,-84
Acarigua  Heliport,10,-69
Eastern Wv Regional Shepherd Field,39,-78
Beaver Lake Seaplane Base,42,-72
Moran Field,40,-79
Johnson Farms Airport,41,-75
Logue Airport,41,-77
Donaldson Airport,62,-73
Richards Airport,41,-82
Butler Memorial Hospital Heliport,41,-80
Holly Ridge/Topsail Island Airport,34,-78
Canefield Airport,15,-61
Kellers Strip,42,-84
West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Helipor,40,-80
Richard L Miller Heliport,40,-76
St Elizabeth Medical Center Heliport,40,-84
Kitty Hawk Estates Airport,45,-89
Azua Airport,18,-71
St. Luke's Heliport,42,-71
Independence Airport,17,-88
Doering Farms Airfield,43,-88
Cooper Airport,40,-87
Stone Airport,41,-83
Costin Airport,30,-85
The Johns Hopkins Hospital Heliport,39,-77
Gateway Regional Medical Center Heliport,39,-90
Grand Marais/Cook County Seaplane Base,48,-90
O'Connor Field,42,-89
K-9 Korner Heliport,41,-85
Fortman Airport,41,-84
Santa Rosa Medical Center Heliport,31,-87
Shulls Airport,40,-77
Nowatzski Field,44,-89
Philadelphia Municipal Airport,33,-89
Mount Snow Airport,43,-73
Minas De Oro Airport,15,-87
Three Rivers Municipal Dr Haines Airport,42,-86
Miminiska Airport,52,-89
Hackettstown Airport,41,-75
Saattut Heliport,71,-52
Atlantic City Country Club Helistop,39,-75
Bethania Airport,10,-74
K & D Airport,36,-79
Whelen Airport,39,-86
Grass Roots STOLport,43,-84
Morton Hospital Heliport,42,-71
America's Chopper Pilots Heliport,28,-81
Sugar Springs Airport,44,-84
Vergennes Armory Heliport,44,-73
Melrose Landing Seaplane Base,32,-81
Jaime Gonzalez Airport,22,-80
Raleigh Durham International Airport,36,-79
Woods Field,40,-86
Gilmer County Airport,35,-85
Wilkes Barre Scranton International Airport,41,-76
Bob Walberg Field,42,-89
CFB Gagetown Heliport,46,-66
Lafayette Hilton Heliport,30,-90
Hackettstown Hospital Heliport,41,-75
Kaukauna Community Hospital Heliport,44,-88
J Maddock Airport,42,-89
Harms Airstrip,42,-90
NJ Hwy Auth-Admin Bldg Helispot,41,-74
Gezik Seaplane Base,28,-81
University Oxford Airport,34,-90
Maniitsoq Airport,65,-53
Grindstone Air Harbor Airport,44,-83
Parlin East Heliport,40,-74
Evart Municipal Airport,44,-85
Amch Heliport,43,-74
Buck Hollar Airport,37,-79
Maritime Institute Heliport,39,-77
Ramblazon de Reyes Airport,22,-79
La Sarre Heliport,49,-79
Brewer Airport,45,-69
Harry D Fenton Airport,42,-89
Wilson Airport,41,-87
Southern Md Hospital Center Heliport,39,-77
Saint Joseph's Hospital Heliport,34,-84
Cuddihy Landing Strip,40,-74
St Leonard Airport,47,-68
Santa Cruz Airport,18,-88
Lundys Heliport,30,-89
Warren Grove Range Airport,40,-74
Deblois Flight Strip,45,-68
D.W. Mcmillian Memorial Hospital Heliport,31,-87
Weaver Airport,41,-84
Willow Run Airport,42,-84
Wiarton Airport,45,-81
Timmons Field,38,-85
Constance Lake Seaplane Base,45,-76
Parker's Landing Heliport,42,-74
Illorsuit Heliport,71,-54
Hollingsworth Airport,38,-87
Cedar Acres Private Group Airport,41,-75
Mercy Memorial Hospital Heliport,42,-83
Kullorsuaq Heliport,75,-57
Still Meadows Helistop,39,-74
Sunny Rest Airport,41,-76
Southampton Airport,44,-81
Marion County Airport,32,-85
Youngstown Elser Metro Airport,41,-81
Garland Airport,45,-84
Highway Patrol Troop C Headquarters Heliport,39,-90
Peninsula Regional Medical Center Heliport,38,-76
B C Cobb Heliport,43,-86
Bolingbrook's Clow International Airport,42,-88
Axinn Airport,44,-73
Mountain Springs Heliport,42,-78
New Martinsville Seaplane Base,40,-81
Cummings Field,42,-87
F.B. Fowler Heliport,37,-82
Turkey Creek Airport,34,-87
Cosklos Elkview Airport,42,-76
Topton Air Estates Airport,32,-89
Wilson's Heliport,44,-80
Dream Team Airport,34,-84
Lazy J Heliport,41,-76
Nelson's Run Airport,41,-80
Hurlbrink Heliport,42,-73
Juan Manuel Galvez International Airport,16,-87
Lake Sylvan Seaplane Base,41,-85
St Joseph Memorial Hospital Heliport,38,-89
Flora Municipal Airport,39,-88
Tucker Field,35,-90
Powhatan Airport,38,-77
Martin Airport,40,-90
Bay Seaplanes Seaplane Base,30,-86
La Concepcion Hospital Heliport,18,-67
Lamargas  Heliport,10,-72
Tom N' Jerry Airport,42,-77
Recompense Farm Airport,38,-77
Dunlap Memorial Hospital Heliport,41,-82
Swift Airport,42,-72
J.B. Heliport,44,-90
Keener Field,41,-85
High Crest Helistop,41,-75
Rendleman Airport,38,-89
Universal Mine Heliport,40,-87
Rach Heliport,38,-81
Eagle Heliport,43,-83
Canary's Airport,40,-86
Sixatigni Airport,15,-84
Cupeyes Airport,22,-79
Sumner Heliport,43,-86
Elwood Airport,40,-86
St Joseph Hospital - Elgin Heliport,42,-88
Agropecuaria Playa Caletas Airport,10,-85
St. Joseph Medical Center Heliport,40,-76
Nielsens Medical Evac Heliport,39,-90
Divine Providence Hospital Heliport,41,-77
Coleman Airport,44,-89
Somerset Medical Center Heliport,41,-75
W Davis Airport,42,-89
Hickory Level Airfield,34,-85
Wolf Creek Airport,36,-84
Miami Herald Heliport,26,-80
Fort Hill Airport,43,-78
Marathon (Wilson Memorial Hospital) Heliport,49,-86
Diamond R Ranch Airport,34,-85
Tucker Guthrie Memorial Airport,37,-83
Allen's Seaplane Base,40,-74
Rwnway Leasing Inc Nr 2 Airport,44,-90
Karam Heliport,41,-82
Wakeman Airport,41,-82
Chalet Suzanne Air Strip,28,-82
Tambor Airport,10,-85
Halifax (IWK Health Centre) Heliport,45,-64
Medflight Heliport,40,-83
Parry Sound Medical Heliport,45,-80
General Dan C Mills Emergency Heliport,35,-90
Tri County Airways Airport,43,-75
Briggs Field,32,-81
Wiebenville Airport,52,-90
Tomahawk Hills Airport,42,-75
Wormley Airport,42,-88
Calhoun County Airport,34,-89
Marion General Hospital Heliport,41,-83
Packer Airport,40,-83
Warren Airport,41,-81
Capen Airport,44,-85
Central County Airport,45,-89
Balgres  Heliport,10,-67
Aerohead Airport,31,-88
Valley View Heliport,41,-83
Beaufort County Airport,32,-81
Salt Cay Airport,21,-71
Johnson Airport,42,-89
Coral Harbour Airport,64,-83
Lester B. Pearson International Airport,44,-80
Exuma International Airport,24,-76
St-Dominique Airport,46,-73
Northside & Tod Children's Hospital Heliport,41,-81
Hierro Airport,28,-18
Sico Airport,16,-85
Smiling Jack Heliport,44,-72
Stangland Airport,41,-85
Borden Airport,44,-80
Columbus Community Hospital Heliport,43,-89
Santa Rosa Copán Airport,15,-89
Mount Comfort Airport,40,-86
Shands Jacksonville Hospital Heliport,30,-82
MacDill Air Force Base Auxiliary Field,28,-81
Prince George's Hospital Center Heliport,39,-77
Holland Field,40,-89
Touro Infirmary Heliport,30,-90
9 Newsport Heliport,39,-85
Craig Municipal Airport,30,-82
Sarasota Memorial Hospital Heliport,27,-83
Northwest Hospital Heliport,39,-77
Winnabow Airport,34,-78
Melbourne International Airport,28,-81
Windy Knoll Airport,40,-86
Russell Airport,33,-80
Oconomowoc Airport,43,-88
Wales Airport,44,-70
Smith Heliport,39,-78
South County Heliport,40,-75
Smith Restricted Landing Area,39,-90
Lee Memorial Hospital Emergency Heliport,27,-82
Naval Air Station Bermuda Annex,32,-65
Grand Isle Seaplane Base,29,-90
Circle P Airport,30,-83
Tuscarora Plateau Airport,43,-78
Marshfield Municipal George Harlow Field,42,-71
Bridgewater / Dayspring Airpark,44,-64
Tri-City Airport,40,-82
Baptist Medical Center Heliport,32,-86
Lohr's Landing Airport,40,-79
Hanover / Saugeen Municipal Airport,44,-81
Hillside Stables Airport,42,-90
Miller's Pleasure Airfield,43,-73
Spence Airport,31,-84
Rafael Cabrera Airport,22,-83
Tomahawk Regional Airport,45,-90
Fowler Field /Private/ Airport,40,-86
Central Wisconsin Airport,45,-90
Holly Springs Marshall County Airport,35,-90
Capeletti Heliport,26,-80
Hinckley Airport,42,-89
Bed-Ah-Wick Field,44,-89
Raufarhöfn Airport,66,-16
Apalachee Bluff Airpark,34,-84
Transylvania County Airport,35,-83
Trent Farm Airstrip,37,-80
St Vincent Indianapolis Hospital Heliport,40,-86
English Heliport,37,-79
Deeds Field,40,-83
Moore Field,34,-86
Janssen Airport,42,-90
Cibao International Airport,19,-71
Houghton County Memorial Airport,47,-88
Alliance Airport,41,-81
Fowl Cay Airstrip,24,-77
Mitchell Airport,40,-83
Johnson Island Seaplane Base,45,-88
Cherry Springs Airport,42,-78
Cape May County Airport,39,-75
Knorr Farm Heliport,40,-76
Teeny Weeny Acres Airport,41,-75
Sunset Strip Airpark,27,-81
The Duchy Airport,36,-79
Fort Deposit Lowndes County Airport,32,-87
Piney Ridge Airport,36,-81
John A. Osborne Airport,17,-62
Archer Emergency Heliport,30,-83
Sutliff Private Airport,41,-76
Hanover Township Fire Station #5 Heliport,41,-76
Parlin Field,43,-72
Mbna Heliport,41,-74
Dean Wings Past Airport,35,-79
Dutch Gap Airstrip,43,-88
Bastek Heliport,41,-75
Deer Haven Ranch Airport,45,-88
Butterworth Hospital Heliport,43,-86
St Benedict's Heliport,41,-74
Ward Airport,40,-86
Yahu Field,34,-80
Cub Field,38,-78
Dollar General Heliport,36,-87
Quantico MCAF /Turner field,39,-77
Port Edgewood Marine Heliport,42,-71
Pike River Landing,47,-89
Vaughan Airport,37,-79
La Désirade Airport,16,-61
Brookville Reservoir Seaplane Base,40,-85
Vansant Airport,40,-75
Buzzards Field,41,-77
Berry Field,31,-88
Butler-Choctaw County Airport,32,-88
Davis Field Ultralightport,38,-88
Agropecuaria Lepaguare Airport,15,-87
North West Indiana Air Airport,41,-87
Thunderfoot Ranch Airport,31,-90
Southampton Memorial Hospital Heliport,37,-77
Clay City Vol. Fire Department Heliport,39,-84
Cedar Crest Field,36,-86
Douglas Field,45,-72
Hancock Memorial Hospital Heliport,40,-86
Palmyra Municipal Airport,43,-89
Jack Oak Airport,39,-87
Futuristics Heliport,37,-79
Teterboro Airport,41,-74
Sabana de Mar Airport,19,-69
Howell Airport,40,-89
Gibson STOLport,36,-87
Aec Heliport,40,-86
Hickham Field,30,-90
Chicago Fire Dept Air Sea Rescue Heliport,42,-88
St Johns Hospital Heliport,40,-90
Lourdes-De-Joliette Airport,46,-73
Long View Landing Airport,42,-73
Mynatt Field,34,-79
Whipoorwill Springs Airport,39,-78
Amos (Lac Figuery) Seaplane Base,48,-78
Chandelle Estates Airport,39,-75
Geraldton (District Hospital) Heliport,50,-87
Henderson Airport,42,-89
Land's Field,31,-85
Vineland-Downstown Airport,40,-75
Cady Aerial RLA Restricted Landing Area,42,-90
Ernesto Cortissoz International Airport,11,-75
Cub Haven STOLport,28,-82
Swan Creek Airport,36,-81
São Jorge Airport,39,-28
Owen Sound (Grey Bruce Health Services) Heliport,45,-81
Sherrie John Manor Heliport,40,-77
Elmira Airport,44,-81
Hop House Airpark,43,-75
Hearst René Fontaine Municipal Airport,50,-84
Scott Airstrip,44,-85
Sabalos Ward Heliport,18,-67
Tasiilaq Heliport,66,-38
Causapscal Airport,48,-67
Flying R Airport,40,-78
Esterillos / Finca Airport,10,-84
Moultonboro Airport,44,-71
East Lake Airport,42,-85
Holly City Heliport,39,-75
Kankakee Airport,41,-88
Gallatin Fuel Heliport,40,-80
Lorden Heliport,43,-71
Holmansville Heliport,40,-74
Barre-Bassett Heliport,42,-72
Dr. C P Savage Sr. Airport,32,-84
Espiritu Santo Airport,13,-89
Doering's Port Airport,42,-90
Williams Harbour Airport,53,-56
Nuodex Inc. Heliport,39,-76
Talolinga Airport,10,-85
Daytona Beach International Airport,29,-81
Memorial Hospital Heliport,39,-90
Montrose High School Heliport,42,-76
Logan's Chance Airport,40,-84
Children's Hospital Heliport,30,-90
Baddeck (Crown Jewel) Airport,46,-61
Beck Private Airport,41,-86
Big Sandy Regional Airport,38,-83
De Ronda Airport,43,-75
J-22 Ranch Airport,31,-87
Chacarita Airport,10,-85
Nardo Airport,41,-80
Trois-Rivières Airport,46,-73
St Mary's Hospital Elevated Heliport,43,-74
Delray Community Hosp Emergency Helistop,26,-80
Mountain Top Airport,40,-76
Rohrer Airport,39,-84
Cindy Guntly Memorial Airport,43,-88
Collegeville Heliport,40,-75
Steel Supply Heliport,42,-88
La Escondida Airport,20,-77
Eagle River Union Airport,46,-89
Atkins Ridge Airport,43,-90
Lewis Airport,38,-88
Kaiser Heliport,41,-88
El Bluff Airport,12,-84
Midway Airport,42,-85
Huggins Memorial Airport,34,-80
Mecosta County General Hospital Heliport,44,-85
Butler Field,40,-87
Pace Airstrip,33,-90
Rostraver Airport,40,-80
Darnell's Landings Airport,37,-83
Carls Airport,42,-83
Ashland County Airport,41,-82
Howard Young Medical Center Heliport,46,-90
Waterbury Oxford Airport,41,-73
Brandy Pond Seaplane Base,44,-71
Saxon Farms Airport,39,-76
Maple Grove Heliport,43,-84
Hillview Airstrip,40,-84
El Alto Airport,14,-87
Us Army Reserve Center Heliport,40,-75
Howell Township Police Heliport,40,-74
Mt View Heliport,42,-74
Los Olas Center Heliport,26,-80
Massena International Richards Field,45,-75
East Gore Eco Airpark,45,-64
State Capital Parking Lot Heliport,34,-84
Beverly Municipal Airport,43,-71
Grand Cypress Resort Heliport,28,-82
Carilion Patient Transportation Services Heliport,37,-80
Seacoast Medical Center Heliport,34,-79
Walker Army Heliport,37,-76
Port Perry (Community Memorial Hospital) Heliport,44,-79
Tennessee Gas Heliport,40,-82
Walker Memorial Medical Center Heliport,28,-82
Old Forge Airport,44,-75
Indiana Hospital Heliport,41,-79
Mercy Hospital Heliport,40,-80
Canandaigua Airport,43,-77
Kennersley Airport,39,-76
Langley Air Force Base,37,-76
Mgt Station 2105 Heliport,38,-87
East Templeton Airport,45,-76
Ohio State University Airport,40,-83
Norrie Brook Airport,45,-89
Gaspé (Michel-Pouliot) Airport,49,-64
Rivière Temiscamie (Air Roberval Ltee) Airport,51,-73
Thompson Strawberry Farm Airport,43,-88
Water Valley Municipal Airport,34,-90
Munch Heliport,42,-89
Peterson Field,32,-84
Dennis Farms Airport,43,-84
Barclaysville Field,35,-79
Qasigiannguit Heliport,69,-51
Hopewell Heliport,37,-77
Slidell Airport,30,-90
Pourvoirie Joncas Airstrip,47,-78
Strawberry Acres Airport,42,-80
Island Air Service Seaplane Base,42,-71
West Liberty Airport,38,-83
San Patricio Heliport,18,-66
La Gaviota Airport,10,-74
Ruby Airport,44,-69
Ness Landing Seaplane Base,46,-87
Foxewood Airport,43,-88
Upshur County Regional Airport,39,-80
Ardell Flying Field,43,-73
Cancún International Airport,21,-87
Cooper Seaplane Base,44,-70
Montréal / Saint-Hubert Airport,46,-73
Triple H Airport,42,-86
Winstead '76' Airport,36,-79
Niagara District Airport,43,-79
Greater Binghamton/Edwin A Link field,42,-76
Nat'l Hosp For Orthopaedics/Rehabilitation Helipor,39,-77
Harju Airport,44,-89
Bellevue Hospital Heliport,41,-83
Troop A Headquarters Heliport,43,-78
Cerro El Divorcio  Heliport,10,-64
Winisk Airport,55,-85
Post Electric Inc Heliport,30,-86
Lakestone Farm Airport,43,-77
Orillia Airport,45,-79
D'Angelo Airport,39,-76
Greene County Airport,40,-80
Middletown Heliport,42,-73
Susquehanna High School Heliport,42,-76
Ojibwa Airpark,44,-85
Wuesthoff Hospital Emergency Heliport,28,-81
Richter Aero Airport,44,-73
One Meridian Plaza Heliport,40,-75
Summerdale Nolf Airport,31,-88
Rutherford Co Marchman Field,35,-82
Iroquois Landing Seaplane Base,45,-71
Hovtown Heliport,40,-74
Silver Creek Airport,17,-88
Spring Brook Airport,41,-89
Foxcatcher Farm Heliport,40,-75
Wesh-Tv Channel 2 Heliport,29,-81
Sword's Heliport,42,-89
Williamson Farm Airport,31,-88
Mallory Airport,38,-82
Methodist Hospital of In. Inc. Heliport,40,-86
Werner Heliport,40,-74
Warner Robins Air Park,33,-84
Pilots Ridge Airport,34,-78
Tampa Executive Airport,28,-82
Mooseberry Airport,37,-90
Midville International Airport,33,-82
Marsh Point Airport,32,-81
Nordheim Flying K Airpark,39,-75
Secret Spot Airport,45,-73
Walker Field,33,-84
Warner-Thunder Hill Airport,31,-90
Mc Daniel Ranch Inc. Airport,26,-81
Richmond Airport,40,-90
Community Hospital of Ottawa Heliport,41,-89
Davis Regional Heliport,36,-81
Strawbridge & Clothier Exton Heliport,40,-76
Sanikiluaq Airport,57,-79
Nassau Paradise Island Airport,25,-77
Fish Airpark,36,-79
Wilson International Airport,34,-85
Owasco Airport,43,-76
Nc Executive Downtown Heliport,36,-79
Tgp-254 Heliport,42,-74
St Francis Hospital Heliport,42,-74
Methodist Hospital-North Heliport,35,-90
Methodist Hospital Nr 2 Heliport,40,-86
Doylestown Heliport,40,-75
Bluemel Field,38,-76
Dalton Municipal Airport,35,-85
Bellefontaine Regional Airport,40,-84
Muelle Seco  Heliport,10,-65
Division Five Heliport,37,-76
Srigley Field Airstrip,36,-83
Charlotte's Field,30,-84
Medical Center Heliport,40,-86
Shelby-Cleveland County Regional Airport,35,-82
Remington Heliport,40,-83
Mt Pleasant Regional-Faison field,33,-80
Ems Heliport,28,-82
Marianna Municipal Airport,31,-85
Tullos Field,32,-90
Carroll Hospital Center Heliport,40,-77
Fernandina Beach Muni Airport,31,-81
Souther Field,32,-84
Rio Frio / Progreso Airport,10,-84
Havre St-Pierre Seaplane Base,50,-64
Jim Wehrli Memorial Airport,41,-89
South Point Airport,27,-82
Medical University of South Carolina Heliport,33,-80
Schmeltzer Heliport,41,-82
Innsbrook Pavilion Heliport,38,-78
Concepción Airport,14,-88
Thurmond Glenn Field,36,-90
Ferrante Heliport,41,-80
Mantua Airport,22,-84
Braden Farms Airport,41,-88
Larson Airport,45,-88
Milbridge Heliport,45,-68
Sloop Airport,36,-81
Hancock Airport,42,-86
Leuth Flying Service Airport,34,-89
Kaufield Airport,42,-89
Monticello Airport,42,-75
Thacker Field,33,-84
Knox County Sheriffs Office Heliport,36,-84
Millhaven Airport,33,-82
Hales Landing Airport,39,-81
Wilcoxon Airport,40,-90
Pilgrim's Home Airfield,43,-72
Keech Airport,42,-76
Viejo Airport,22,-80
Sleepy Hollow Airport,41,-81
Mc Donoughs Heliport,41,-75
Southwest Alabama Medical Center Heliport,32,-88
St Clair Memorial Hospital Heliport,40,-80
Belwood (Ellen Field),44,-80
Mont Joli Airport,49,-68
Albrecht /2/ Airport,42,-89
Diving Rock Seaplane Base,43,-72
West Bay Seaplane Base,29,-89
The Grass Patch Airport,39,-78
Hunter Mountain Airport,42,-74
Tomcat Airport,43,-75
Burke County Hospital Heliport,33,-82
Wellington Airstrip,44,-77
Mc Cardle Farm Airport,41,-78
Mendota Community Hospital Heliport,42,-89
Montgomery's Flying M Ranch Airport,29,-82
Five Corners Airways Airport,44,-88
Grayson County Airport,37,-86
Johnson Airport,41,-85
Jones Airport,45,-90
Triple B Airpark,31,-86
Vogtle Electric Generating Plant Heliport,33,-82
East Tennessee Children's Hospital Heliport,36,-84
Jerry Tyler Memorial Airport,42,-86
Hammond Airport,41,-81
Piedmont Medical Center Heliport,35,-81
Williston Municipal Airport,29,-82
Allegheny General Hospital Emergency Heliport,40,-80
Lauriston Airport,12,-61
Habersham County Airport,34,-84
Meriden-Wallingford Hospital Heliport,42,-73
Mayhall Airport,40,-88
Epps Airpark,35,-87
Yelvington Heliport,29,-81
Hudson River Landing Airport,34,-83
Green Field,41,-85
Twin Rivers Regional Medical Center Heliport,36,-90
Cornwall (Community Hospital McConnell Site) Helip,45,-75
Kayutah Lake Airport,42,-77
Mc Intosh Airport,40,-84
Maynard's Airport,43,-78
Air Oil Inc Nr 2 Heliport,30,-90
T W Spear Memorial Airport,32,-86
Río Chico (Club Miami),10,-66
Morgantown Airport,40,-76
Hampton Airfield,43,-71
Lake Country Regional Airport,37,-79
Dos Montes Airport,13,-86
Anderson-Tully County Heliport,35,-90
Jersey Community Hospital Heliport,39,-90
Bafatá Airport,12,-15
Jefferson County Airpark,40,-81
Quebec Jean Lesage International Airport,47,-71
Mathews Heliport,35,-85
Bridgeport Hospital Heliport,41,-73
Brookfield Airpark,41,-81
Metcalf Field,42,-83
Greener Pastures Airport,39,-86
Hilltop Airport,40,-82
Central Florida Regional Hospital Heliport,29,-81
Summit Heliport,37,-80
Heffernan Heliport,40,-75
Yélimané Airport,15,-11
Apci Emergency Heliport,30,-90
Venice Municipal Airport,27,-82
Tong Farm Airport,41,-83
Goose Bay Airport,53,-60
Rainey Field,33,-87
Kenosha Regional Airport,43,-88
Hadley Airport,42,-73
Enjoy Field,41,-88
Conoco Inc. Venice Heliport,29,-89
Wolf's Den Airport,35,-76
Windham Hospital Heliport,42,-72
Jose Aponte de la Torre Airport,18,-66
Ellison Airport,40,-86
Manicouagan/Lac Louise Seaplane Base,51,-69
Paces South Farms Airport,33,-82
Higuerote Airport,10,-66
Untied Acres Airport,42,-89
Dietchweiler Airport,41,-88
Fallston Airport,40,-76
Zanadu Airport,44,-90
Moriusaq Heliport,77,-70
Cuylers Airport,18,-66
Las Clavellinas Airport,22,-84
Ocean County Mosquito Commission Heliport,40,-74
Jugtown Mountain Airport,41,-75
Napanee Airstrip,44,-77
S.O.P. Airport,42,-74
Tall Pines Airfield,41,-77
Hibbard's Airport,43,-79
Pca Heliport,35,-88
Hacienda Homuha Airport,11,-84
Liberty Hall Heliport,41,-74
Landis Plastics Heliport,42,-88
Ellis Agricultural Field,31,-86
Brennan Personal Use Airport,41,-80
Brandt Airport,41,-88
Tyrone Airport,43,-86
Zanzibar Farm Airport,38,-84
Norfolk Naval Station Heliport,37,-76
Norton Community Hospital Heliport,37,-83
Spencer Field,36,-80
Kirsch Municipal Airport,42,-85
Prairie Lake Private Res Sp Mooring Facility,29,-81
Johnsons Field,41,-82
Cole's Seaplane Base,28,-81
Russell County Airport,37,-85
Inta Northeast Airport,16,-90
Southwest Florida Regional Medical Center Heliport,27,-82
La Esperanza Airport,16,-86
St. John's International Airport,48,-53
Matthews Airport,41,-75
